NW_003797049.1,397,151,397,397,151,397,397,151,397
NW_003797050.1,32784,11742,36924,1000,372,1000,1000,342,1000
NW_003797051.1,90047,30438,100001,1000,317,1000,1000,328,1000
NW_003797052.1,230562,77814,236921,1000,369,1000,1000,353,1000
NW_003797053.1,905382,338744,916398,1000,313,1000,1000,332,1000
NW_003797054.1,698711,240093,706972,1000,313,1000,244,95,1000
NW_003797055.1,1182603,452194,1208995,1000,349,1000,996,300,1000
NW_003797056.1,499252,167204,526996,1000,380,1000,1000,567,1000
NW_003797057.1,52926,18141,56609,1000,302,1000,1000,414,1000
NW_003797058.1,612222,208553,621351,1000,409,1000,1000,395,1000
NW_003797059.1,1391,355,1392,1000,254,1000,999,254,1000
NW_003797060.1,938104,326644,947212,1000,397,1000,1000,389,1000
NW_003797061.1,32892,12033,35101,1000,302,1000,1000,309,1000
NW_003797062.1,2123601,872182,2155438,1000,429,1000,767,213,1000
NW_003797063.1,312,103,312,312,103,312,312,103,312
NW_003797064.1,11167,4436,11814,1000,444,1000,1000,421,1000
NW_003797065.1,17312,6238,25006,1000,567,1000,1000,314,1000
NW_003797066.1,230228,81868,230554,1000,355,1000,1000,352,1000
NW_003797067.1,1034436,375945,1056972,1000,373,1000,1000,356,1000
NW_003797068.1,100226,34507,111286,1000,440,1000,1000,300,1000
NW_003797069.1,748829,235323,755825,1000,367,1000,1000,332,1000
NW_003797070.1,1401837,482768,1421344,1000,331,1000,1000,331,1000
NW_003797071.1,644673,219597,655572,1000,374,1000,1000,338,1000
NW_003797072.1,563523,195584,569004,1000,412,1000,1000,367,1000
NW_003797073.1,182546,58115,189786,1000,491,1000,1000,327,1000
NW_003797074.1,39427,12920,44334,1000,381,1000,453,148,1000
NW_003797075.1,378,168,378,378,168,378,378,168,378
NW_003797076.1,72738,29258,86972,774,330,1000,1000,518,1000
NW_003797077.1,2672833,1022376,2734803,1000,251,1000,1000,492,1000
NW_003797078.1,1028603,379817,1043686,1000,270,1000,1000,283,1000
NW_003797079.1,2682274,1110312,2718342,1000,385,1000,1000,411,1000
NW_003797080.1,612725,238371,621104,1000,294,1000,200,110,1000
NW_003797081.1,96983,32635,108531,1000,353,1000,1000,338,1000
NW_003797082.1,84992,27601,88851,1000,313,1000,1000,427,1000
NW_003797083.1,4055442,1599221,4111758,1000,373,1000,1000,296,1000
NW_003797084.1,1906128,713527,1929016,929,242,1000,709,249,1000
NW_003797085.1,763,205,843,763,205,843,763,205,843
NW_003797086.1,133874,44149,145280,558,270,1000,1000,303,1000
NW_003797087.1,2109190,699734,2144062,1000,236,1000,1000,328,1000
NW_003797088.1,14951,6000,18451,1000,334,1000,1000,436,1000
NW_003797089.1,67014,26486,67014,1000,377,1000,1000,412,1000
NW_003797090.1,2399696,802340,2424936,1000,340,1000,1000,404,1000
NW_003797091.1,971607,320717,988693,1000,401,1000,809,276,1000
NW_003797092.1,13634,5031,15065,1000,400,1000,1000,337,1000
NW_003797093.1,936038,344573,952313,1000,441,1000,980,305,1000
NW_003797094.1,595,279,874,595,279,874,595,279,874
NW_003797095.1,10019,3750,10076,1000,476,1000,1000,275,1000
NW_003797096.1,3531270,1384621,3604349,1000,460,1000,1000,509,1000
NW_003797097.1,896415,336199,911687,1000,401,1000,649,209,1000
NW_003797098.1,1245981,395207,1278480,1000,311,1000,1000,346,1000
NW_003797099.1,3686850,1233634,3733523,1000,361,1000,1000,359,1000
NW_003797100.1,1143439,470349,1172855,1000,312,1000,1000,408,1000
NW_003797101.1,475134,162192,502056,949,374,1000,683,249,1000
NW_003797102.1,3352797,1181347,3381663,1000,330,1000,1000,315,1000
NW_003797103.1,848572,305332,868797,1000,332,1000,1000,412,1000
NW_003797104.1,676804,230287,687677,1000,319,1000,1000,280,1000
NW_003797105.1,36781,12842,37923,1000,343,1000,1000,299,1000
NW_003797106.1,1219593,403195,1238776,888,346,1000,1000,389,1000
NW_003797107.1,273155,103209,282942,1000,384,1000,1000,368,1000
